Unnamed: 0,G_x,G_y,G_z,X,Y,Z,azimuth,beta,dip,formation,index,kappa,n_points,polarity
0,0.0843258782588,0.0325446708017,0.995906617439,781998.3163548388,6348297.051580642,365.09998877419366,69.0,0.0,5.185934814354152,Carboniferous,20.0,37.067047245,30.0,1
1,-0.0743550784626,-0.018827155330599997,0.9970540910760001,786750.972787,6351931.005312,15.771346,256.0,0.0,4.3989999992530135,Carboniferous,33.0,9999.0,1.0,1
2,0.524550656152,-0.0514443565336,0.84982356246,786449.052,6351593.01925,269.43893975000003,96.0,0.0,31.80751575093777,Carboniferous,34.0,41.9008393517,4.0,1
3,0.0392471193486,0.19193982799000003,0.980621622265,780850.7743333335,6348936.9885,348.3074658333333,12.0,0.0,11.297963587533227,Carboniferous,43.0,51.194137141599995,6.0,1
4,0.298935250242,-0.0850758765624,0.9504734669570001,780236.187,6350023.647142857,396.48371628571437,106.0,0.0,18.10779294232248,Carboniferous,44.0,39.4871098034,7.0,1
5,0.316693267711,-0.131853890172,0.9393188627050001,786595.5775,6345893.498,359.0839065,113.0,0.0,20.062518869878012,Carboniferous,53.0,45.3071666883,4.0,1
6,0.515293778452,-0.19288078202700001,0.835026541981,786255.754491,6347700.0675125,354.5144165000001,111.0,0.0,33.381397972948086,Carboniferous,55.0,79.7800369009,2.0,1
7,0.427843550553,0.257164331177,0.8664966260870001,785134.1456666664,6352966.1570000015,493.38518433333337,59.0,0.0,29.94595774938376,Carboniferous,56.0,43.006861769,3.0,1
8,0.06146660566208687,0.5424140557772911,0.8378596830517694,787378.8495,6350790.181499999,285.64189500000003,6.0,0.0,33.08520719212673,Carboniferous,60.0,666.0,2.0,1
9,0.0372745535324,0.00710682144969,0.999279791024,785990.322714,6350189.0099260025,695.306224,79.0,0.0,2.174667998490179,Carboniferous,62.0,9999.0,1.0,1
10,0.051107448759881165,-0.08297809243880971,0.9952400036455892,783975.8321425,6348947.217627,404.46575950000005,148.0,0.0,5.5925948809451445,Carboniferous,69.0,666.0,2.0,1
11,1.0000106735e-12,-0.08715574274669999,0.9961946980930001,780710.2840000001,6348283.726,212.909858,180.0,0.0,4.999999999342611,Carboniferous,71.0,9999.0,1.0,1
12,0.706676030841,-0.0246776707773,0.707106781187,779641.0695000001,6349444.536,276.8031695,92.0,0.0,44.99999999999857,Carboniferous,72.0,263.286479709,2.0,1
13,0.20571895660599998,-0.0540583369496,0.9771168850749999,780363.8925,6351642.5115,509.51552,105.0,0.0,12.280805836692915,Carboniferous,79.0,239.857451602,2.0,1
14,0.763129412739,0.0667651724188,0.642787609688,786072.5279999998,6346911.516,375.10193300000003,85.0,0.0,49.999999999925215,Carboniferous,88.0,9999.0,1.0,1
15,0.4118515480241069,0.20564292195061126,0.8877439332610286,785644.4430000002,6352718.1044999985,470.7003425,63.0,0.0,27.408894567330307,Carboniferous,91.0,666.0,2.0,1
16,0.321393804844,0.38302222155999993,0.866025403785,786864.8620000002,6352072.052,368.15632400000004,40.0,0.0,29.999999999885407,Carboniferous,92.0,9999.0,1.0,1
17,0.392877428046,0.10527118957,0.9135454576440001,779485.0689999999,6348544.8235,236.4034865,75.0,0.0,23.999999999859142,Carboniferous,111.0,9999.0,2.0,1
18,0.2625369215666539,-0.01011268785455423,0.9648689539821772,780089.9365000002,6349101.3455,319.6465310000001,92.0,0.0,15.232208467517662,Carboniferous,112.0,666.0,2.0,1
19,0.0245245479069,0.18667323530000002,0.9821159044490001,781528.0448333331,6350337.144166668,492.61764983333336,7.0,0.0,10.852267761092868,Carboniferous,113.0,72.1602455555,5.0,1
